text,sentype,SnowNLP,positive_NRC,negative_NRC,anger(3),anticipation(1),disgust(2),fear(5),joy(4),sadness(6),surprise(7),trust
"['“啊——啊——啊——啊——”黑暗中的千山万壁，久久地回应着她的呼号。\n', '“小吴！” \n', '背后突然有人叫她。\n']",other,0.8695763374138339,0,1,0,0,0,0,0,0,0,0
"['“谁？” \n', '“我……运生。你快回喀！天这么黑，又下雨……” \n', '当她确实听清了这是队长的声音，全身才松弛下来。\n']",陈述句,0.15655965002029526,1,1,0,0,0,1,1,1,0,1
"['当她确实听清了这是队长的声音，全身才松弛下来。\n', '“给，把我的草帽戴上。”\n', '运生在黑暗中把草帽递过来，又一次央求似地说：\n']",把字句,0.9267374380306307,1,0,0,0,0,0,0,0,0,0
"['A在黑暗中把草帽递过来，又一次央求似地说：\n', '“快回喀……” \n', '她接过草帽，无言地迈动了脚步。\n']",other,0.40332874084408454,0,0,0,0,0,0,0,0,0,0
"['她一边跌跌撞撞地走着，一边问：\n', '“A，你怎知道我在这里呢？” \n', 'A在离她不远的背后回答：\n']",other,0.625,0,0,0,0,0,0,0,0,0,0
"['B在离她不远的背后回答：\n', '“不光今天，你每次来这荒沟我都知道。我常在那小土梁梁后面哩，怕你……小吴，你可千万、千万不要往窄处想哇！今天我知道冯书记叫你去了。老冯是好人，脾气不好，你不要计较……” \n', '一股热辣辣的激流登时涌上A的胸膛。\n']",other,0.23939957971819792,3,2,0,0,0,0,0,0,0,3
"['B说：\n', '“我妈还在你那里，我得去接。” \n', 'A用手抹了一把水淋淋的头发，和他肩并肩向学校走去。\n']",other,0.19188764742799092,0,0,0,0,0,0,0,0,0,0
"['他本想转身就走，但听见这两个人似乎说到了自己，就站下听他们谈话。\n', '“……准保又是杨立孝造的谣言！现在全公社都在谈论咱们两个哩。冯书记说不定也知道了。要不是他最近也枉受人家的整，肯定要把你叫到公社训一顿。” \n', '这是B的声音。\n']",把字句,0.1898362267878988,2,2,0,0,0,0,0,2,0,0
"['A马上开腔了：\n', '“我不怕！他冯书记要是干涉人家的正当恋爱，他就太不像话了！我想他不会的！至于杨立孝造谣咱长短，咱行得端，立得正，不怕半夜鬼敲门……C呀，你就说句话嘛！你看我现在无诊无靠的。我再能指靠什么人来解救我呢？只有你和你妈是我最亲的亲人我不爱你别的。就爱你的好心肠。你就答应我吧！咱俩死死活活就在一起生活吧！我不会给你做针线，但我能吃下苦！我情愿跟你受苦受罪一辈子……” \n', '院子里的B听到这些话，受到极大的震动。\n']",疑问词问句,0.9895806065606677,6,1,1,1,0,5,2,0,0,0
"['C的声音：\n', '“小吴！你一片好心我都领了。可是我不能这样嘛！我是个土包子老百姓，只念过三天两后晌的书。我的开展就在这土疙瘩林里呢！你是个知识人，你应该做更大的事，你不应该一辈子屈在咱南马河的乡山圪劳里！国家总有一天会叫你去办更适合你干的事！你要是和我结了婚，也就等于我把你害了。现在全公社都在传你和我的谣言，我和我妈急得哭了几回鼻子。前几天我们母子俩商量了一下，托我大舅在他们村给我介绍了个媳妇，昨天女方已经来了我家，我们已经订了婚了。我们还备办了一点酒菜。准备明天请公社和村里的一些人吃喝一下，把这事明了，也就等于堵那些造谣人的嘴。你受气已经受得太多了，怎能因为我再叫你受气哩！” \n', '接下来，就听到A像孩子般没有任何节制地呜咽……\n']",反问句,0.0027959049920386336,4,8,4,3,2,4,0,5,2,3
"['她呢呢喃喃地说：\n', '“C，你真好。你太好了，C！我要像亲哥哥一样看待你；你妈就是我的亲妈妈，我就是她的亲闺女，也是你的亲妹妹……亲的……” \n', '这时候，C却哭开了。\n']",比较句,0.9999829519556184,6,0,0,1,0,0,1,0,1,1
"['同时也想到，在这些娃娃受磨难的时候，他却没有帮扶地们一把，心像刀扎一般难受！\n', '“他妈的！”\n', '他走到河湾里，对着月光下的大山狠狠地咒骂了一句。\n']",other,0.3124999999999998,0,0,0,0,0,0,0,0,0,0
"['他愣了一下，很快笑着迎上去，叫道：\n', '“哎呀！你这个家伙！黑天半夜像一头狗熊一样闯进来，把人吓一跳！怎搞的，忙得连头发都顾不得理一下吗？”\n', 'B牙一龇，算是对这个玩笑的回答。\n']",反问句,0.04486565911870766,1,0,0,0,0,0,0,0,0,0
"['他摸出旱烟锅点着，狠狠喷了一口，才说：\n', '“我不是为自己的事来找你的。停职我不怕！最多把‘乌纱帽’抹了，老镢把大概夺不走！我今天主要是为吴月琴的事来找你的。” \n', '张华好像没听过这个陌生的名字，想了一想，才说：\n']",把字句,0.4576879923208781,2,0,0,0,0,1,0,0,0,1
"['A好像没听过这个陌生的名字，想了一想，才说：\n', '“噢，就是你们公社那个调皮捣蛋的女知青吗？很有点名气。她又怎啦。” \n', 'B长出了一口气。\n']",是非问句,0.9963360250993231,0,0,0,0,0,0,0,0,0,0
"['B长出了一口气。\n', '“我们都不了解她。这是个很优金秀的青年。我佩服你，你的下级出了事，你就一下子关心到他的命运了。我缺乏的正是这点。粗手大脚地只顾工作，对同志、对同志的命运关心得太少了……关于吴月琴的详细情况我就不说了，今年的大学招生已经完毕，但地区师范学校的招生刚开始，你能不能给文教局写个条子，你不要去，我拿着去找他们，让他们无论如何照顾一下，把吴月琴推荐去。她多才多艺，品行端正，在我们的土圪劳里窝了六年……唉，我们现在就是这样糟践人才的！” \n', 'A一直认真地听他说话。\n']",正反问句,0.9999999999904914,9,4,2,5,1,4,1,3,1,4
"['C抬起头，严厉地盯着他，说：\n', '“最重要的是上地区给咱把‘高征购’顶住！上面那几位老爷头昏了，好像不是农民养的，把农民往死路上逼哩！” \n', '他的B粗鲁的话引得县委书记仰头大笑了。\n']",疑问词问句,0.5135933439165988,2,0,0,0,0,0,0,0,0,1
"['C不知从什么地方冒了出来，几乎是对着她喊：\n', '“哎呀！小吴，你知道不，冯国斌为咱社的自由集市问题塌台了！地委已经停了他的职，叫他检查，他又不检查，人家工作组又上去反映去了！他慌了，昨天晚上连夜骑了个车子直奔县上，大概是抱张华那条粗腿去了！哈，还留了个条子，说今早上就回来呀！看慌成啥了！他前几天不是还板着脸刮你吗？现在轮到人家刮他啦！” \n', 'A看见他对别人的不幸如此幸灾乐祸，心里气愤极。\n']",反问句,1.718276151774223e-05,1,4,0,2,0,4,1,1,3,1
"['满头大汗的B看见A，从车子上跳下来，毫异而兴奋地问：\n', '“你在这里干啥呢？” \n', 'A不好意思地笑了笑，很直率地说：\n']",疑问词问句,0.25210084033613434,0,0,0,0,0,0,0,0,0,0
"['A不好意思地笑了笑，很直率地说：\n', '“我在等您！”\n', '“有什么事吗？”\n']",陈述句,0.5262327818078083,0,0,0,0,0,0,0,0,0,0
"['“我在等您！”\n', '“有什么事吗？”\n', 'B撑起车子，问。\n']",疑问词问句,0.467669172932331,0,0,0,0,0,0,0,0,0,0
"['B撑起车子，问。\n', '“没。冯书记！我想……佻不要熬煎！您没错！您是好人！您放宽心！您……”\n', '她原来准备好的一摊话，此刻全不知道该怎么表达了，她甚至忘了首先应该为上次的事给他道歉。\n']",other,0.7237996176047765,1,0,0,0,0,0,0,0,0,1
"['他感动地想：\n', '“这个女孩子是多么需要人安慰啊！可是她却安慰别人……”\n', '他略微考虑了一下，然后说：\n']",是字句,0.9587686252171935,2,0,0,2,0,0,2,2,0,2
"['他略微考虑了一下，然后说：\n', '“你回去很快准备一下，到地区师范学校上学去。我这次到县里，就是专门为你办这事的。” \n', 'A的脸一下子变得很苍白。\n']",陈述句,0.9762481885634076,1,0,0,1,0,0,0,0,0,1
"['A转过身来，捂着脸的双手垂落了，语气坚定地说：\n', '“不！老冯，我不能去！我看见了您的一颗纯正善良的心！正因为这，我不愿让您为我受连累！您目前的处境这么困难，那些不存好心的人，肯定又要利用这事做文章，说您为我走后门……再说，我也不愿用这种方式去上学，以改变自己的处境；我要用自己的双手，自己的心灵，自己的努力，去争得自己的进步和前程，您答应我吧！我已经决定了。”B听完她激动的表白，脸上顿时显出庄严的神色。他背抄起手，在公路上来回走了几匝，然后站定，望着等待他作出回答的那张激动的脸，说：“如果因为前面的理由不去，这完全用不着你操心；如果是因为后边的理由不去，那我没有话说。但是，我要对你说，孩子，我是真心实意地想为你做点事，以弥补我以前对你的不能饶恕的过失。但我又是多么愿意听到你后面所说的那些话啊！是的，一个人能这样想，就是在生活的道路上，迈开了真正的一步！” \n', '“老冯，您的这些话我会记着的。反正我不去了。您就答应我吧！” \n']",疑问词问句,0.9223867808063106,13,7,6,6,0,1,5,2,3,3
"['“不！老冯，我不能去！我看见了您的一颗纯正善良的心！正因为这，我不愿让您为我受连累！您目前的处境这么困难，那些不存好心的人，肯定又要利用这事做文章，说您为我走后门……再说，我也不愿用这种方式去上学，以改变自己的处境；我要用自己的双手，自己的心灵，自己的努力，去争得自己的进步和前程，您答应我吧！我已经决定了。”B听完她激动的表白，脸上顿时显出庄严的神色。他背抄起手，在公路上来回走了几匝，然后站定，望着等待他作出回答的那张激动的脸，说：“如果因为前面的理由不去，这完全用不着你操心；如果是因为后边的理由不去，那我没有话说。但是，我要对你说，孩子，我是真心实意地想为你做点事，以弥补我以前对你的不能饶恕的过失。但我又是多么愿意听到你后面所说的那些话啊！是的，一个人能这样想，就是在生活的道路上，迈开了真正的一步！” \n', '“老冯，您的这些话我会记着的。反正我不去了。您就答应我吧！” \n', 'B黑苍苍的脸上露出了父亲对儿女的那种满意的笑容，说：\n']",other,0.011894200041565495,0,1,1,0,0,0,0,0,0,0
"['B黑苍苍的脸上露出了父亲对儿女的那种满意的笑容，说：\n', '“那好吧！咱们回去。” \n', '他推着自行车，她跟在他身旁。\n']",陈述句,0.5843739237671904,0,0,0,0,0,0,0,0,0,0
"['她从黄书包里抽出一个封着的纸卷，双手递到他面前，说：\n', '“老冯，这送您留个纪念吧！您还记得两年前我给您念过的一首儿歌吗？您一定记得！我就是根据那首歌的意境画了这张国画。多年不画，手笨得要命。画得不好，您不要嫌！这是我的一点心意。” \n', 'B接过这卷画，DD的嘴唇动了动，想说什么，却什么也没说出来。\n']",陈述句,0.9981742247407154,3,1,0,1,0,0,1,1,0,1
"['他满怀D爱地瞥了她一眼，像父亲对出远门的孩子那样嘱咐她：\n', '“路上多加小心，别感冒了；到了北京不要忘了给我写信。” \n', '“一定。” \n']",other,0.02541758944291539,3,0,0,0,0,0,0,0,0,1
"['“路上多加小心，别感冒了；到了北京不要忘了给我写信。” \n', '“一定。” \n', '“好，再见。” \n']",other,0.5262327818078083,0,0,0,0,0,0,0,0,0,0
"['“一定。” \n', '“好，再见。” \n', '他伸出粗大的手握了握她的手，便匆匆转身走回自己的房子。\n']",other,0.7905660997233083,1,0,0,2,0,0,1,0,1,1
"['A看出B的惊讶，开玩笑说：\n', '“我穿了一身不合乎自己身份的衣服，但这纯粹是因为礼貌的原因！”\n', 'B喜欢这句幽默话。\n']",陈述句,0.7587713091868584,3,1,0,0,0,0,0,0,0,2
"['她指了指桌子上的饭菜，说：\n', '“咱们先吃饭吧！” \n', '“我已经吃过了，但同样出于礼貌，我再吃一顿。好在我的肠胃经受过磨练，不惧怕这种虐待！” \n']",陈述句,0.4971509493630608,1,0,0,0,0,0,0,0,0,0
"['“咱们先吃饭吧！” \n', '“我已经吃过了，但同样出于礼貌，我再吃一顿。好在我的肠胃经受过磨练，不惧怕这种虐待！” \n', 'B笑着去盛饭，说：\n']",陈述句,0.45187031359250107,5,0,0,2,0,1,1,0,1,1
"['B笑着去盛饭，说：\n', '“看来你已经学会耍贫嘴了！”\n', '两个人愉快地坐下来，开始吃晚饭。\n']",other,0.8857582274613894,0,0,0,0,0,0,0,0,0,0
"['他一边抠脚，一边对A说：\n', '“应该把石佛寺好好修葺一下，建个围墙，修两个风雨孙玉亭，拿石板把院场铺好，再把拉倒的石牌坊立起来。这是一座珍贵的古迹，再不整修，恐怕就要毁了。如果石佛寺最终毁在我们手上，子孙后代都会唾骂我们的……” \n', 'A两手一摊，尖刻地问：\n']",把字句,0.4088385002993491,5,0,0,3,0,0,2,1,2,1
"['A两手一摊，尖刻地问：\n', '“钱呢？” \n', '“你们派人到省上请个专家来，先做个预算，我让地区有关部门拨点经费。” \n']",other,0.2991169977924947,1,0,1,1,0,0,1,0,1,1
"['“钱呢？” \n', '“你们派人到省上请个专家来，先做个预算，我让地区有关部门拨点经费。” \n', '“那好吧……不过，花一笔钱也不见得能修出个啥眉目。再说，这地方偏僻，没有多少人来参观游览。要是地处原西城周围，还能卖点门票。”\n']",陈述句,0.4933261832570822,2,0,0,0,0,0,0,0,0,3
"['“你们派人到省上请个专家来，先做个预算，我让地区有关部门拨点经费。” \n', '“那好吧……不过，花一笔钱也不见得能修出个啥眉目。再说，这地方偏僻，没有多少人来参观游览。要是地处原西城周围，还能卖点门票。”\n', 'A一边说一边起身和B往汽车那边走。\n']",疑问词问句,0.024156662897839576,1,0,1,1,0,0,1,0,1,1
"['B一边说一边起身和A往汽车那边走。\n', '“前面不就是石佛镇吗？这里以后肯定会发展起来的，到时会有人来参观游览。话说回来，就是没人来看，我们也应该整修，这是文物古迹呀！” \n', 'A和B同坐一辆车，离开了石佛寺。\n']",反问句,0.923827566558434,3,0,0,1,0,0,0,0,0,0
"['“盐很充足，但点灯的煤油断了。”\n', '“断了多长时间？” \n', '“从七月份开始到现在……”\n']",other,0.5705857172962009,0,0,0,0,0,0,0,0,0,0
"['女售货员打量着两位花白头发的人，看来觉得他们有点不寻常，因此说话很客气。\n', '“县上其它地方呢？”\n', 'B扭头问旁边的A。\n']",other,0.4422430177989325,0,0,0,0,0,0,0,0,0,0
"['A脸有点红，说：\n', '“我还不清楚这情况……” \n', '这时候，供销门市部主任来了。\n']",陈述句,0.39804160513101317,0,0,0,0,0,0,0,0,0,0
"['A没理会主任的邀请，问他：\n', '“你们有多少用油户？”\n', '门市部主任这才有点慌张，说：\n']",疑问词问句,0.4737672181921917,0,0,0,0,0,0,0,0,0,0
"['“两千户，一月得两吨煤油，可现在只供应半吨，老百姓点不上灯，只好买蜡烛凑合。但大多数农民买不起蜡烛；一斤煤油才三毛五分钱，一包蜡十支装，每支一毛一分五厘钱，就是一块一毛五分钱，用起来还不顶一斤煤油时间长……” \n', '“问题出在哪儿呢？”\n', 'A问。\n']",疑问词问句,0.5573294629898403,0,1,0,0,0,1,0,1,0,0
"['A在旁边说：\n', '“据我所知，县上石油公司也没油。油属一类物资，由地区统一调拨，下面有什么办法？” \n', 'B从衣袋里摸出笔记本，迅速写上：\n']",疑问词问句,0.1145228767682116,4,1,0,1,1,0,1,0,0,2
"['他把笔记本装起来，对石佛供销门市部主任说：\n', '“不要熬煎，煤油马上就会有的！” \n', '“啊呀，那就好了！你们不知道，老百姓跑几十里路来这里，买不上油，生气得把油瓶都扔了，还骂咱们的社会……” \n']",祈使句,0.35309756542055737,1,0,0,0,0,1,0,0,0,1
"['这件小小的事大大的刺激了他们。\n', '“怪我官僚主义……”\n', '半路上，B情绪不佳地说。\n']",other,0.7088553380347089,0,1,1,0,1,0,0,0,0,0
"['A给B递上一根纸烟，说：\n', '“这件事的责任主要在地区！” \n', '回到县里的当天晚上，田福平接到地委办公室打来的电话，说老作家C同志正在原北县，过几天就到黄原来，想见见他……\n']",other,0.41255287553405395,1,1,0,0,0,0,0,0,0,1
"['平时都爱抢着说话的文化局长和诗人，此刻都象听报告似地老老实实坐着，不敢插话，只敢咧开嘴巴陪着笑。\n', '“你这次到原北县是故地重游，一定有不少感慨吧！”\n', 'C对B说。\n']",是字句,0.8665690389344549,0,0,0,0,0,0,0,0,0,0
"['C对B说。\n', '“也许这是最后一次了。”\n', 'B脸上露出一丝艺术家的忧伤。\n']",是字句,0.5596312163811431,1,0,0,1,1,0,1,0,1,1
"['B脸上露出一丝艺术家的忧伤。\n', '“这次到原北跑了一趟，是有不少感慨。不瞒你说，也有点难过！” \n', 'C一怔。\n']",比较句,0.9469015183986563,0,0,0,0,0,0,0,0,0,0
"['他没有言传，等待B继续说下去。\n', '“我没想到，农村已经成了这个样子！”\n', 'B两手一摊，脸上的忧伤变成了痛苦。\n']",陈述句,0.5548339285868217,0,0,0,0,0,0,0,0,0,0
"['B两手一摊，脸上的忧伤变成了痛苦。\n', '“完全是一派旧社会的景象嘛！集体连个影子也不见了。大家各顾各的光景，谁也不管谁的死活。过去一些不务正业的人在发财，而有的困难户却没有集体的关怀，日子很难过下去。农村已经出现了严重的两级分化，队干部中的积极分子也都埋头发家致富去了；我们在农村搞了几十年社会主义，结果不费吹灰之力就荡然无存……” \n', 'B的一番话使A一时不知该如何对答。\n']",反问句,0.1953409799497644,1,1,0,1,1,1,0,0,0,0
"['C把几颗大红枣塞在B手里，脸上堆着笑容，说：\n', '“你说的这些现象的确存在。可是，农村既然发生了这么重大的变化，出现问题也是不可避免的。你熟悉历史，古今中外任何大的社会变革，都不可避免要出现各种各样的问题。但我们还是要从最主要的方面来看这种变革是否利大于弊……” \n', '接着，C用一系列数字给B列举了农村改革前后的状况——这是对B最有说服力的回答。\n']",正反问句,0.9999971592288812,3,2,0,2,1,2,1,2,1,3
"['他说：\n', '“你说的也许都是事实，可是我思想上很难转这个弯啊！”\n', 'B大概也觉得谈话过分严肃了一些，脸上露出了笑容，“你想想，自己一生倾注了心血而热情赞美的事物，突然被否定得一干二净，心里不难过是不可能的！” \n']",比较句,0.9402039471148173,1,0,0,1,0,1,0,0,0,1
"['A带着某种安慰的口吻说：\n', '“B，有一点是肯定的，以后的人们绝对不会怀疑你当年的讴歌完全出于真诚。至于你当时的认识判断，那不可能超越时代的局限性。这种现象古今中外的大作家也不乏其例。我好象记得列宁在评价列夫·托尔斯泰时，也指出了他在这方面的局限性。但列宁并没有因此而否定托尔斯泰，反而称赞他的作品是俄国革命的一面镜子。我是外行，胡说八道！不过，你的《太阳正当头》的确细致地描写了当时农村的社会生活，这一点就足以使以后的读者仍然要读这本书。我认为，不能因作家对当时的生活做出不准确的认识和结论，就连他所描写的生活本身也丧失了价值。这方面最典型的例子就是托尔斯泰……” \n', 'A的“文艺理论”尽管过于牵强，却一下把B说高兴了。\n']",比较句,0.9999999999862181,13,5,4,3,2,2,3,3,5,6
"['他竟然竖起一只拇指，对A说：\n', '“啊呀，谁说你是个外行？你比内行还内行！你要是搞文学艺术，一定能成大事业！” \n', 'A仰头大笑了，说：\n']",疑问词问句,0.9240264948396119,1,1,0,1,1,0,0,0,1,1
"['A仰头大笑了，说：\n', '“我根本吃不了那碗饭！”\n', '他看B情绪高涨起来，乘机转了话题，说：\n']",陈述句,0.3385004800575975,1,0,0,0,0,0,0,0,0,0
"['他看C情绪高涨起来，乘机转了话题，说：\n', '“你到黄原来，一定要对咱们地区的文化事业给予指导！”\n', '他指了指旁边的B和D，“他两个负责这方面的事，有什么你就对他们说！你也知道，咱们山区文化落后，人才留不住……”\n']",陈述句,0.988608007672828,4,1,0,1,0,0,0,0,0,1
"['B赶忙插话说：\n', '“我们已经安排C为全区文化艺术界做一次报告！” \n', 'C同志也就不客气地指导起黄原的文化工作来了。\n']",陈述句,0.3962382180551144,1,0,0,0,0,0,0,0,0,0
"['诗人尴尬地对B说：\n', '“我老婆是个‘土耳其’！她怕生人，请B不要介意。”\n', '说完这句话后，诗人借着几杯酒落肚，竟动情地给客人讲起了他和他老婆的爱情故事。\n']",是字句,0.08479755261824151,1,0,0,0,0,0,0,0,0,1
"['A赶忙叫了一声：\n', '“姐！” \n', '在这里猛然见到A，不知为什么，C不由得兴奋起来。\n']",other,0.5555555555555554,0,0,0,0,0,0,0,0,0,0
"['A向D耳语了几句，D就对旁边的E说：\n', '“你要是身体不舒服，就先回去休息一会……” \n', 'E尽量忍着没让泪水从眼里涌出来。\n']",陈述句,0.4318450609729625,1,0,0,0,0,0,0,0,0,0
"['A指教黑猫说：\n', '“你也老了，要锻炼身体哩！要不得个高血压什么的，又没个给你治病的医院！” \n', '时光静悄悄地在流逝。\n']",疑问词问句,0.915094933699762,1,0,0,0,0,0,0,0,0,0
"['只是在星期天的饭桌上，B突然提念说：\n', '“这几天怎不见猫呢？” \n', '“猫已经死了。”\n']",疑问词问句,0.2263093451744319,0,0,0,0,0,0,0,0,0,0
"['“这几天怎不见猫呢？” \n', '“猫已经死了。”\n', '他对女儿说。\n']",陈述句,0.5086156362456876,0,0,0,0,0,0,0,0,0,0
"['他对女儿说。\n', '“死了？也是的，这只猫太老了……”\n', 'B轻淡地说了一句，然后便去盛汤。\n']",比较句,0.5018869484372973,0,0,0,0,0,0,0,0,0,0
"['直等到这个人走到他面前，他才认出这是他的外孙女B！\n', '“你怎到这儿来了？”\n', 'A老汉走前一步，对外孙女说。\n']",陈述句,0.5,0,0,0,0,0,0,0,0,0,0
"['B从她的棉大衣里掏出一只小猫，举到他面前说：\n', '“外爷，我在自由市场上给你买了一只猫。你看，也是黑的！两只眼睛黄黄的，和你原来的那只一样，说不定就是老黑猫生的儿子呢！外爷，你不要难过。我知道你一个人常到这地方来……” \n', 'A老汉从外孙女手里接过那只小黑猫，弯下腰用脸颊在猫身上蹭了蹭，黑暗中忍不住泪水夺眶而出。\n']",比较句,0.9030697716837546,3,1,0,1,0,2,0,1,0,1
"['他伸出一只手在外孙女头上摸了摸，说：\n', '“咱们回家去吧……” \n', '第27章一九八一年农历正月十六过罢传统的“小年”以后，黄原地区各县的县城，顿时涌满了公社和农村来的基层干部。\n']",陈述句,0.8217576971780757,0,0,0,0,0,0,0,0,0,0
"['A突然手在大腿上拍一巴掌，说：\n', '“我好象听说双水村的金富弄了不少钱，兴许这个子能够上标准哩！”\n', 'B淡淡一笑，对兴奋的徐主任说：\n']",陈述句,0.3338667268990846,1,0,1,1,0,0,1,0,1,1
"['B淡淡一笑，对兴奋的徐主任说：\n', '“据有人传说，他的钱不是从正路上得来的去他妈的！不管是偷的还是抢的，只要凑够五千块就行了！” \n', '“这样恐怕不行。”\n']",选择问句,0.07268596596056898,1,2,3,1,1,2,1,2,1,1
"['“据有人传说，他的钱不是从正路上得来的去他妈的！不管是偷的还是抢的，只要凑够五千块就行了！” \n', '“这样恐怕不行。”\n', 'B摇摇头，再说，“如果这小子真是用不正当手段弄来的钱，他也不会给你说他有那么多。” \n']",other,0.18911981955654367,0,0,0,0,0,0,0,0,0,0
"['B摇摇头，再说，“如果这小子真是用不正当手段弄来的钱，他也不会给你说他有那么多。” \n', '“那咱们怎么办？”\n', 'A束手无策地问B。\n']",疑问词问句,0.3406113537117904,0,0,0,0,0,0,0,0,0,0
"['A背抄着手在地上走了两圈，又来了“灵感”，说：\n', '“你的同学孙少安怎么样？这小子开了烧砖窑，说不定赚下不少钱呢！” \n', '“据我所知，孙少安也没赚下那么多钱。”\n']",疑问词问句,0.5871116783951225,1,0,1,1,0,0,1,0,1,1
"['“你的同学孙少安怎么样？这小子开了烧砖窑，说不定赚下不少钱呢！” \n', '“据我所知，孙少安也没赚下那么多钱。”\n', 'B说。\n']",比较句,0.39281638306977285,0,1,0,0,0,0,0,1,0,0
"['B说。\n', '“不管怎样，咱们一块到双水村去看看！” \n', 'B也和A一样急，找不出个“冒尖户”，县上不会饶了石圪节公社。\n']",疑问词问句,0.44088248974301913,0,0,0,0,0,0,0,0,0,0
"['B听他们说明来意后，惊讶地说：\n', '“哎呀，你们也不想想，我就这么个摊场，怎么可能赚下那么多钱呢？”\n', '“你甭轻看这事！”\n']",比较句,0.1264476036683465,0,0,0,0,0,0,0,0,0,0
"['“哎呀，你们也不想想，我就这么个摊场，怎么可能赚下那么多钱呢？”\n', '“你甭轻看这事！”\n', 'A诱导说：\n']",陈述句,0.5035420820751351,0,0,0,1,0,1,0,0,0,0
"['A诱导说：\n', '“当了‘冒尖户’，不光到县上披红挂花扬一回名，还给奖一台缝纫机呢！”\n', '“我没资格去光荣嘛！”\n']",other,0.19293037231754262,1,0,0,1,0,0,1,0,1,1
"['“当了‘冒尖户’，不光到县上披红挂花扬一回名，还给奖一台缝纫机呢！”\n', '“我没资格去光荣嘛！”\n', 'B无可奈何地说，“把我的骨头卖了，也凑不够那么多钱。” \n']",陈述句,0.4623979363384215,0,1,0,0,0,0,0,1,0,0
"['B无可奈何地说，“把我的骨头卖了，也凑不够那么多钱。” \n', '“嗨，这就看怎样算帐哩！”\n', 'A嘴一撇，给C挤了一下眼睛，“咱们回家去说吧！” \n']",疑问词问句,0.0572697513626218,0,0,0,1,0,1,0,0,0,0
"['B一进院子，就指着C的三孔新窑洞说：\n', '“这不是个‘冒尖户’是个啥？”\n', '贺A莲一看两个公社领导上了门赶忙洗手做饭。\n']",疑问词问句,0.32413102406687655,0,0,0,0,0,0,0,0,0,0
"['这时候，在锅台上擀面的贺A莲插嘴说：\n', '“要把我爸爸的算上大概就够了。”\n', '她听说能奖一台缝纫机，就一心想当这个“冒尖户”，她早就梦想有一台缝纫机。\n']",把字句,0.9536484512838442,0,0,0,0,0,0,0,0,0,0
"['她听说能奖一台缝纫机，就一心想当这个“冒尖户”，她早就梦想有一台缝纫机。\n', '“对！”\n', '陷入困境的B高兴地说“可是我和爸已经分家了。”\n']",other,0.5262327818078083,0,0,0,0,0,0,0,0,0,0
"['C说。\n', '“父子分家不分家有什么两样！”\n', '贺A莲白了一眼丈夫，意思是埋怨他太傻了，为什么把一台不要线的缝纫机扔了呢？\n']",疑问词问句,0.1727788470227365,0,0,0,0,0,0,0,0,0,0
"['他于是就低声下气开口向这个小偷借贩木耳的钱。\n', '“得多少？”\n', 'A很有气派地问。\n']",疑问词问句,0.5262327818078083,0,0,0,0,0,0,0,0,0,0
"['A很有气派地问。\n', '“有个五百……来块就行。” \n', '“那太多了！我只有一百来块。” \n']",存在句,0.35882164547713735,0,1,1,0,0,0,0,0,0,0
"['“有个五百……来块就行。” \n', '“那太多了！我只有一百来块。” \n', '“也行！” \n']",陈述句,0.2448570058973032,0,0,0,0,0,0,0,0,0,0
"['“那太多了！我只有一百来块。” \n', '“也行！” \n', '这位小偷慷慨解囊，给B借了一百块钱。\n']",other,0.6296296296296295,0,1,1,0,0,0,0,0,0,0
"['A拉过一条枕巾把皮鞋擦了擦，然后在洗脸盆里撒了泡尿，对B说：\n', '“你做那屁生意能赚几个钱？你干脆跟我学几手，票子有的是！” \n', 'B畏惧地笑笑，说：\n']",疑问词问句,0.214788873449844,2,0,1,1,0,0,1,0,1,1
"['B畏惧地笑笑，说：\n', '“我怕学不会……” \n', '“只要下苦功，就能学会！看，先练这！”\n']",陈述句,0.3655960169693385,0,0,0,0,0,0,0,0,0,0
"['“我怕学不会……” \n', '“只要下苦功，就能学会！看，先练这！”\n', 'A说着，便伸开两只手，将突出的中指和食指连续向砖墙上狠狠戳去。\n']",other,0.7833380844923689,0,0,0,1,0,1,0,0,0,0
"['他一边示范，一边对B说：\n', '“每天清早起来，在吃饭和撒尿之前，练五百下。一直练到伸出手时，中指和食指都一般齐，这样夹钱就不会拖泥带水。另外，弄一袋豆子，每天两只手反复在豆子中插进插出几百下。这些都是基本功。最后才练最难的；在开水里放上一个薄肥皂片，两个指头下去，练着把这肥皂片夹出来。因为水烫，你速度自然就快了；肥皂片在水里又光又滑，你能夹出来，就说明你的功夫到家了……” \n', 'B坐在床边上，听得目瞪口呆。\n']",疑问词问句,0.013407047134606165,10,3,0,2,1,0,5,2,7,7
"['他摇摇头说：\n', '“我怕没本事吃这碗饭……” \n', 'A一看B对此道不感兴趣，也就对B不感兴趣了，说：\n']",陈述句,0.05591379852091383,1,0,0,0,0,0,0,0,0,0
"['A一看B对此道不感兴趣，也就对B不感兴趣了，说：\n', '“我下午就走呀，马上得结房费！” \n', '这等于下了逐客令。\n']",陈述句,0.057169162960185815,0,0,0,0,0,0,0,0,0,0
